,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtFullBath,BsmtHalfBath,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,FullBath,GarageArea,GarageCars,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,LotArea,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OverallCond,OverallQual,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,YearBuilt,YearRemodAdd
735,880,888,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,320,2,0,0,1,0,0,0,0,0,1,1914.0,1768,1,0,0,0,0,1,0,0,0,1,10800,0,75,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,1,0,0,0,0,0,0,0,0,1,0,1914,1970
1350,1338,1296,6,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,968,4,0,0,1,0,0,0,0,0,1,1969.0,2634,2,0,0,0,0,0,1,0,0,2,11643,0,90,0,0,0,1,0,368.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1969,1969
428,1208,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,628,2,0,1,0,0,1,0,0,0,0,2007.0,1208,0,0,0,1,0,0,0,0,0,1,6762,0,20,0,0,0,1,0,108.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2007,2007
729,848,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,539,2,0,0,1,0,0,0,0,0,1,1962.0,1208,0,1,0,0,0,0,0,0,0,1,6240,360,30,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1925,1950
194,864,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,352,1,0,0,1,0,0,0,0,0,1,1989.0,864,0,0,0,1,0,0,0,0,0,1,7180,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1,0,0,0,0,0,0,1,0,1972,1972
1092,1390,304,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,576,2,0,0,1,0,0,0,0,0,1,1925.0,1694,0,1,0,0,0,0,0,0,0,1,8400,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1925,1950
297,975,975,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,576,2,0,1,0,0,0,0,0,0,1,1997.0,1950,1,0,0,0,0,0,1,0,0,1,7399,0,60,0,1,0,0,0,1600.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,1997,1998
1247,1034,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,888,3,0,0,1,0,1,0,0,0,0,1976.0,1034,0,0,0,0,0,0,0,0,1,1,12328,0,80,0,0,0,1,0,335.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1976,1976
1396,1687,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,572,2,0,0,1,0,0,0,0,0,1,1966.0,1687,0,0,0,1,0,0,0,0,0,1,57200,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1948,1950
242,889,551,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,352,1,0,0,1,0,1,0,0,0,0,1940.0,1440,0,1,0,0,0,0,0,0,0,1,5000,0,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,1,0,1900,1950
827,1434,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,527,2,0,1,0,0,1,0,0,0,0,2001.0,1434,0,0,0,1,0,0,0,0,0,1,8529,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2001,2001
1025,882,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,461,2,0,0,1,0,0,0,0,0,1,1980.0,882,0,0,0,1,0,0,0,0,0,1,7700,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1972,1972
728,1776,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,888,3,0,0,1,0,0,0,0,0,1,1968.0,1776,0,0,0,1,0,0,0,0,0,2,11475,0,90,0,0,0,1,0,95.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1958,1958
439,684,512,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,528,2,0,0,1,0,0,0,0,0,1,2005.0,1196,0,1,0,0,0,0,0,0,0,1,12354,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,1,0,1920,2000
158,991,956,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,678,2,0,1,0,0,1,0,0,0,0,2004.0,1947,1,0,0,0,0,0,1,0,0,1,12552,0,60,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2004,2005
952,768,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,396,1,1,0,0,0,0,0,0,0,1,1974.0,768,0,0,0,0,0,0,0,1,0,1,7200,0,85,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1972,2003
862,1097,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,480,2,0,0,1,0,1,0,0,0,0,1986.0,1097,0,0,0,1,0,0,0,0,0,1,9672,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,1,0,1984,1985
630,1089,661,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,240,1,0,0,1,0,0,0,0,0,1,1937.0,1750,0,0,0,0,0,0,1,0,0,1,9000,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,1,0,0,0,0,0,1880,1991
503,1801,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,484,2,1,0,0,0,1,0,0,0,0,1959.0,1801,0,0,0,1,0,0,0,0,0,1,15602,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,1,0,1959,1997
313,2036,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,513,2,0,1,0,0,1,0,0,0,0,1965.0,2036,0,0,0,1,0,0,0,0,0,1,215245,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,1965,1965
1071,829,727,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,441,2,0,0,1,0,1,0,0,0,0,1968.0,1556,1,0,0,0,0,0,1,0,0,1,11700,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1968,1968
932,1905,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,788,3,1,0,0,0,1,0,0,0,0,2006.0,1905,0,0,0,1,0,0,0,0,0,1,11670,0,20,0,0,0,1,0,302.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,2006,2006
362,495,1427,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,672,2,0,1,0,0,0,0,1,0,0,2003.0,1922,0,0,0,0,0,0,0,1,0,1,7301,0,85,0,0,0,1,0,500.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2003,2003
241,866,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,866,0,0,0,1,0,0,0,0,0,1,3880,0,30,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,5,0,1,0,0,0,0,0,0,0,0,1,0,1945,1997
301,1210,1242,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,683,2,1,0,0,0,0,0,1,0,0,1998.0,2452,1,0,0,0,0,0,1,0,0,1,16226,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,1998,1999
1448,796,550,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,384,1,0,0,1,0,0,0,0,0,1,1950.0,1346,1,0,0,0,0,0,1,0,0,1,11767,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,0,0,0,0,0,0,1,0,1910,2000
1282,1040,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,484,2,0,0,1,0,0,0,0,0,1,1977.0,1040,0,0,0,1,0,0,0,0,0,1,8800,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,1,0,1977,2008
776,1614,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,865,3,0,1,0,0,1,0,0,0,0,2005.0,1614,0,0,0,1,0,0,0,0,0,1,11210,0,20,0,0,0,1,0,240.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2005,2006
1228,1702,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1052,3,1,0,0,0,1,0,0,0,0,2008.0,1702,1,0,0,1,0,0,0,0,0,1,8769,0,120,0,0,0,1,0,766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,0,1,2008,2008
498,899,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,288,1,1,0,0,0,1,0,0,0,0,1967.0,899,0,0,0,1,0,0,0,0,0,1,7800,0,20,0,0,0,1,0,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,1,0,0,0,0,0,0,1,0,1967,2004
318,1372,1274,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,656,3,0,1,0,0,1,0,0,0,0,1993.0,2646,1,0,0,0,0,0,1,0,0,1,9900,0,60,0,0,0,1,0,256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,1993,1993
770,858,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,576,2,0,0,1,0,0,0,0,0,1,1983.0,858,0,0,0,0,0,0,0,1,0,1,7252,0,85,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1982,1982
1127,1530,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,630,3,1,0,0,0,1,0,0,0,0,2004.0,1530,0,0,0,1,0,0,0,0,0,1,14572,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,1,0,0,2004,2004
768,1836,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,484,2,1,0,0,0,1,0,0,0,0,2004.0,1836,0,0,0,1,0,0,0,0,0,1,9100,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,2004,2005
303,894,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,552,2,0,0,1,0,1,0,0,0,0,1975.0,894,0,0,0,1,0,0,0,0,0,1,9800,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,1,0,0,0,0,0,1972,1972
897,1120,1120,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,528,2,0,0,1,0,0,0,0,0,1,1979.0,2240,0,0,0,0,0,0,1,0,0,2,7018,0,90,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,1,0,0,0,0,0,0,1,0,0,0,1979,1979
703,1032,780,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,672,2,0,0,1,0,0,0,0,0,1,1999.0,1812,0,0,0,0,0,0,1,0,0,2,7630,0,190,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,5,0,1,0,0,0,0,0,0,0,0,1,0,1900,1996
507,1218,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,676,2,1,0,0,0,1,0,0,0,0,2009.0,1218,0,0,0,1,0,0,0,0,0,1,7862,0,20,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,0,1,2009,2009
1050,1302,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,436,2,1,0,0,0,1,0,0,0,0,2007.0,1302,0,0,0,1,0,0,0,0,0,1,8993,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2007,2007
1283,912,912,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1824,2,0,0,0,0,0,1,0,0,2,9400,0,90,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0,0,0,0,1,0,1971,1971
892,1068,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,264,1,0,1,0,0,1,0,0,0,0,1963.0,1068,0,0,0,1,0,0,0,0,0,1,8414,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,0,0,0,1,0,0,0,0,0,0,1,0,1963,2003
694,1067,472,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,576,2,0,0,1,0,0,0,0,0,1,1995.0,1539,1,1,0,0,0,0,0,0,0,1,6120,0,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,1,0,1936,1950
483,1216,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,402,2,0,0,1,0,1,0,0,0,0,1998.0,1216,0,0,0,1,0,0,0,0,0,1,4500,0,120,0,0,0,0,1,116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,1,0,1998,1998
184,936,316,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,576,2,0,0,1,0,1,0,0,0,0,1986.0,1252,0,1,0,0,0,0,0,0,0,1,7438,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1908,1991
637,811,576,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,256,1,0,0,1,0,0,0,1,0,0,1954.0,1387,0,1,0,0,0,0,0,0,0,2,6000,0,190,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,1,0,1954,1954
135,1682,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,530,2,0,0,1,0,1,0,0,0,0,1970.0,1682,0,0,0,1,0,0,0,0,0,1,10400,0,20,0,0,0,1,0,288.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,0,0,0,0,0,0,1,0,1970,1970
744,1337,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,462,2,0,1,0,0,1,0,0,0,0,1993.0,1337,0,0,0,1,0,0,0,0,0,1,5395,0,120,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,1993,1993
974,1136,883,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,532,2,0,0,1,0,0,0,0,0,1,1997.0,2019,0,0,0,0,0,0,1,0,0,1,11414,0,70,0,0,0,1,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,1,0,1910,1993
1292,1378,994,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,432,1,0,1,0,0,1,0,0,0,0,1985.0,2372,0,0,0,0,0,0,1,0,0,2,6600,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,1,0,1892,1965
344,536,576,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,336,1,0,0,1,0,1,0,0,0,0,1976.0,1112,1,0,0,0,0,0,1,0,0,1,2592,0,160,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,1,0,1976,1976
1067,798,813,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,442,2,0,1,0,0,1,0,0,0,0,1964.0,1611,1,0,0,0,0,0,1,0,0,1,9760,0,60,0,0,0,1,0,360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1964,1964
708,728,728,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,400,2,1,0,0,0,1,0,0,0,0,2007.0,1456,1,0,0,0,0,0,1,0,0,1,9018,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,0,1,2007,2007
777,894,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,440,2,0,0,1,0,1,0,0,0,0,1974.0,894,0,0,0,1,0,0,0,0,0,1,13350,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1974,1974
800,616,1072,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,603,2,0,1,0,0,1,0,0,0,0,1997.0,1688,1,0,0,0,0,0,1,0,0,1,12798,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1997,1997
1326,774,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,774,0,0,0,1,0,0,0,0,0,1,4270,0,30,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,1,0,1931,2006
16,1004,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,480,2,1,0,0,0,1,0,0,0,0,1970.0,1004,0,0,0,1,0,0,0,0,0,1,11241,0,20,0,0,0,1,0,180.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1970,1970
265,1422,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,576,2,1,0,0,0,1,0,0,0,0,1981.0,1422,0,0,0,1,0,0,0,0,0,1,12090,0,20,0,0,0,1,0,210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1981,1981
334,943,695,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,472,2,1,0,0,0,1,0,0,0,0,1998.0,1638,1,0,0,0,0,0,1,0,0,1,9042,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1998,1998
